"","Project.Plot","Plant_tag","DBH_mm","Height_m","Veg_Type","ID","Status","Distance_km"
"2051","DF_5A","1437",7.8,1.5,"Sapling","Coffea sp 1","Defaunated",8.177
"2052","DF_5A","1484",16.7,2.8,"Tree","Diogoa zenkeri","Defaunated",8.177
"2053","DF_5A","2306",228.6,15,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2054","DF_5A","2315",222.5,10,"Tree","Santiria trimera","Defaunated",8.177
"2055","DF_5A","2386",282.6,15,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2056","DF_5A","2387",365.7,20,"Tree","Strombosiopsis tetrandra","Defaunated",8.177
"2057","DF_5A","11",21.8,2.8,"Tree","Diogoa zenkeri","Defaunated",8.177
"2058","DF_5A","2111",17.2,19,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2059","DF_5A","2148",34.1,6,"Tree","Afrostyrax lepidophyllus","Defaunated",8.177
"2060","DF_5A","2149",45.1,8,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2061","DF_5A","2174",35.3,5,"Tree","Chytranthus talbotii","Defaunated",8.177
"2062","DF_5A","26",21.8,2,"Tree","Quassia africana","Defaunated",8.177
"2063","DF_5A","29",12.5,5,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2064","DF_5A","38",21.5,2.7,"Tree","Quassia africana","Defaunated",8.177
"2065","DF_5A","38",21.5,2.7,"Tree","Quassia africana","Defaunated",8.177
"2066","DF_5A","44",4.3,1.6,"Sapling","Agellae paradoxa","Defaunated",8.177
"2067","DF_5A","45",5.3,1.5,"Sapling","Landolphia incerta","Defaunated",8.177
"2068","DF_5A","52",31,2.1,"Tree","Crudia gabonensis","Defaunated",8.177
"2069","DF_5A","54",22.4,2.7,"Tree","Quassia africana","Defaunated",8.177
"2070","DF_5A","6",31.2,7,"Tree","Chytranthus talbotii","Defaunated",8.177
"2071","DF_5A","62",18.6,1.8,"Sapling","Quassia africana","Defaunated",8.177
"2072","DF_5A","7",21.1,1.8,"Sapling","Milettia barteri","Defaunated",8.177
"2073","DF_5A","71",23,3.1,"Tree","Chytranthus talbotii","Defaunated",8.177
"2074","DF_5A","74",8.6,1.5,"Sapling","Chytranthus talbotii","Defaunated",8.177
"2075","DF_5A","75",20.2,2.8,"Tree","Alchornea floribunda","Defaunated",8.177
"2076","DF_5A","76",27.2,5,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2077","DF_5A","83",19.8,2.4,"Tree","Diogoa zenkeri","Defaunated",8.177
"2078","DF_5A","88",15.3,1.6,"Sapling","Quassia africana","Defaunated",8.177
"2079","DF_5A","92",6.3,4,"Tree","Agellae paradoxa","Defaunated",8.177
"2080","DF_5A","1971",17.7,3.3,"Tree","Rhinorea sp 2","Defaunated",8.177
"2081","DF_5A","2379",10.2,2.1,"Tree","Rhinorea sp 2","Defaunated",8.177
"2082","DF_5A","2160",48,7,"Tree","Crudia gabonensis","Defaunated",8.177
"2083","DF_5A","2162",47,6,"Tree","Panda oleosa","Defaunated",8.177
"2084","DF_5A","2167",38,2.6,"Tree","Crudia gabonensis","Defaunated",8.177
"2085","DF_5A","2182",84,11,"Tree","Santiria trimera","Defaunated",8.177
"2086","DF_5A","234",21,2.8,"Tree","Manotes macrantha","Defaunated",8.177
"2087","DF_5A","234",21,2.8,"Tree","Diogoa zenkeri","Defaunated",8.177
"2088","DF_5A","238",2.8,5,"Tree","Manotes macrantha","Defaunated",8.177
"2089","DF_5A","251",13,2.7,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2090","DF_5A","252",14,2.2,"Tree","Crudia gabonensis","Defaunated",8.177
"2091","DF_5A","254",35.5,2.35,"Tree","Crudia gabonensis","Defaunated",8.177
"2092","DF_5A","256",16,1.78,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2093","DF_5A","257",19,3,"Tree","Quassia africana","Defaunated",8.177
"2094","DF_5A","258",21,2.77,"Tree","Rhinorea sp 1","Defaunated",8.177
"2095","DF_5A","259",13,3.06,"Tree","Quassia africana","Defaunated",8.177
"2096","DF_5A","260",34,4,"Tree","Crudia gabonensis","Defaunated",8.177
"2097","DF_5A","268",29,6,"Tree","Grewia coriacea","Defaunated",8.177
"2098","DF_5A","1560",21.7,3.27,"Tree","Quassia africana","Defaunated",8.177
"2099","DF_5A","2140",160,20,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2100","DF_5A","2143",39.3,5,"Tree","Crudia gabonensis","Defaunated",8.177
"2101","DF_5A","2145",45,7,"Tree","Quassia africana","Defaunated",8.177
"2102","DF_5A","435",13.5,1.8,"Sapling","Crudia gabonensis","Defaunated",8.177
"2103","DF_5A","486",32.9,4.46,"Tree","Rhinorea sp 1","Defaunated",8.177
"2104","DF_5A","609",10.7,1.8,"Sapling","Quassia africana","Defaunated",8.177
"2105","DF_5A","612",36.6,1.9,"Sapling","Crudia gabonensis","Defaunated",8.177
"2106","DF_5A","613",21.5,2.13,"Tree","Chytranthus talbotii","Defaunated",8.177
"2107","DF_5A","641",21.4,4.25,"Tree","Diogoa zenkeri","Defaunated",8.177
"2108","DF_5A","BC14",9,1.8,"Sapling","Quassia africana","Defaunated",8.177
"2109","DF_5A","2241",1006,40,"Tree","Scyphocephalium ochocoa","Defaunated",8.177
"2110","DF_5A","2318",22.9,5,"Tree","Diogoa zenkeri","Defaunated",8.177
"2111","DF_5A","2444",26.4,6,"Tree","Marquesia excelsa","Defaunated",8.177
"2112","DF_5A","536",16.9,2.9,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2113","DF_5A","542",24.8,5,"Tree","Trichoscypha acuminata","Defaunated",8.177
"2114","DF_5A","544",14.7,1.8,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2115","DF_5A","548",23.9,4,"Tree","Rhinorea sp 1","Defaunated",8.177
"2116","DF_5A","549",24.8,4.5,"Tree","Trichoscypha acuminata","Defaunated",8.177
"2117","DF_5A","923",15.7,3.6,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2118","DF_5A","1645",9,1.5,"Sapling","Chytranthus talbotii","Defaunated",8.177
"2119","DF_5A","1672",129,14,"Tree","Quassia africana","Defaunated",8.177
"2120","DF_5A","1681",366,17,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2121","DF_5A","2252",107,13,"Tree","Diogoa zenkeri","Defaunated",8.177
"2122","DF_5A","2253",52,8,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2123","DF_5A","2255",36,6,"Tree","Beilschmiedia sp 1","Defaunated",8.177
"2124","DF_5A","701",13,2,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2125","DF_5A","705",16,3.1,"Tree","Massularia acuminata","Defaunated",8.177
"2126","DF_5A","706",19,2.6,"Tree","Diogoa zenkeri","Defaunated",8.177
"2127","DF_5A","708",16,3.1,"Tree","Thomandersia congolana","Defaunated",8.177
"2128","DF_5A","710",23,3.1,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2129","DF_5A","712",7,1.5,"Sapling","Rhinorea sp 2","Defaunated",8.177
"2130","DF_5A","713",12,2.5,"Tree","Coffea sp 1","Defaunated",8.177
"2131","DF_5A","714",9,1.5,"Sapling","Chytranthus talbotii","Defaunated",8.177
"2132","DF_5A","715",25,2.6,"Tree","Marquesia excelsa","Defaunated",8.177
"2133","DF_5A","716",25,2.5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2134","DF_5A","721",15,1.8,"Sapling","Odestra gabonensis","Defaunated",8.177
"2135","DF_5A","1070",20.2,2.18,"Tree","Quassia africana","Defaunated",8.177
"2136","DF_5A","1076",11.7,1.9,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2137","DF_5A","1077",16.1,1.9,"Sapling","Alchornea floribunda","Defaunated",8.177
"2138","DF_5A","1080",14,3.1,"Tree","Synsepalum longifolia","Defaunated",8.177
"2139","DF_5A","1080",14,3.1,"Tree","Grewia coriacea","Defaunated",8.177
"2140","DF_5A","1081",7.9,1.82,"Sapling","Agellae paradoxa","Defaunated",8.177
"2141","DF_5A","1516",9.9,1.84,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"2142","DF_5A","1517",15.1,2.4,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2143","DF_5A","1518",12.1,1.75,"Sapling","Chytranthus talbotii","Defaunated",8.177
"2144","DF_5A","1519",18.8,2.2,"Tree","Rhinorea sp 1","Defaunated",8.177
"2145","DF_5A","1547",29.6,3.2,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2146","DF_5A","1556",34,4.7,"Tree","Rhinorea sp 1","Defaunated",8.177
"2147","DF_5A","1643",26,8.1,"Tree","Memecylon sp 1","Defaunated",8.177
"2148","DF_5A","2528",7.5,2.1,"Tree","Agellae paradoxa","Defaunated",8.177
"2149","DF_5A","385",20,3.8,"Tree","Diogoa zenkeri","Defaunated",8.177
"2150","DF_5A","1055",164.5,10,"Tree","Coula edulis","Defaunated",8.177
"2151","DF_5A","1072",6.3,1.5,"Sapling","Rhinorea sp 2","Defaunated",8.177
"2152","DF_5A","1074",4.2,1.7,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"2153","DF_5A","1075",16.2,1.6,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"2154","DF_5A","1253",4.2,1.5,"Sapling","Rhinorea sp 1","Defaunated",8.177
"2155","DF_5A","1273",7.5,1.5,"Sapling","Thomandersia congolana","Defaunated",8.177
"2156","DF_5A","1275",21.7,2.2,"Tree","Diogoa zenkeri","Defaunated",8.177
"2157","DF_5A","1365",11.7,1.5,"Sapling","Rhinorea sp 2","Defaunated",8.177
"2158","DF_5A","1365",11.7,1.5,"Sapling","Ixalobus spectabilis","Defaunated",8.177
"2159","DF_5A","1461",18.7,3.9,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2160","DF_5A","1467",27.2,3,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2161","DF_5A","1468",14.7,4,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2162","DF_5A","1478",14.7,2.1,"Tree","Diogoa zenkeri","Defaunated",8.177
"2163","DF_5A","1478",14.7,2.1,"Tree","Diogoa zenkeri","Defaunated",8.177
"2164","DF_5A","2299",35.8,6,"Tree","Strombosia pustulata","Defaunated",8.177
"2165","DF_5A","2300",58,10,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2166","DF_5A","1198",1524,15,"Tree","Strombosia pustulata","Defaunated",8.177
"2167","DF_5A","1201",7.1,1.5,"Sapling","Rhinorea sp 2","Defaunated",8.177
"2168","DF_5A","1314",20.4,3.7,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2169","DF_5A","1372",14.6,2.8,"Tree","Chytranthus talbotii","Defaunated",8.177
"2170","DF_5A","2021",3.4,1.6,"Sapling","Dalhousiea africana","Defaunated",8.177
"2171","DF_5A","2023",12,1.6,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"2172","DF_5A","2303",40.1,4.1,"Tree","Chytranthus talbotii","Defaunated",8.177
"2173","DF_5A","2314",289.5,13,"Tree","Santiria trimera","Defaunated",8.177
"2174","DF_5A","2376",38.1,7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2175","DF_5A","2380",27.1,4.8,"Tree","Diogoa zenkeri","Defaunated",8.177
"2176","DF_5A","2388",42.5,7,"Tree","Diogoa zenkeri","Defaunated",8.177
"2177","DF_5A","115",23,2.8,"Tree","Cola sp 1","Defaunated",8.177
"2178","DF_5A","132",22.5,2.7,"Tree","Crudia gabonensis","Defaunated",8.177
"2179","DF_5A","169",12.6,6,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2180","DF_5A","170",12.8,1.7,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2181","DF_5A","171",27,3.7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2182","DF_5A","173",26.3,4,"Tree","Afrostyrax lepidophyllus","Defaunated",8.177
"2183","DF_5A","174",8,7,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2184","DF_5A","174",8,7,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2185","DF_5A","183",3.3,5,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2186","DF_5A","19",24.7,3.4,"Tree","Chytranthus talbotii","Defaunated",8.177
"2187","DF_5A","2178",39.1,6,"Tree","Crudia gabonensis","Defaunated",8.177
"2188","DF_5A","2178",39.1,6,"Tree","Crudia gabonensis","Defaunated",8.177
"2189","DF_5A","2180",36.1,5,"Tree","Crudia gabonensis","Defaunated",8.177
"2190","DF_5A","2181",98,15,"Tree","Santiria trimera","Defaunated",8.177
"2191","DF_5A","220",9.6,8,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2192","DF_5A","2433",11.6,15,"Tree","Agellae paradoxa","Defaunated",8.177
"2193","DF_5A","35",29.2,5,"Tree","Diogoa zenkeri","Defaunated",8.177
"2194","DF_5A","5",8.2,3,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2195","DF_5A","53",72,6,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2196","DF_5A","90",12.2,6,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2197","DF_5A","203",8,2.2,"Tree","Propoura sp 1","Defaunated",8.177
"2198","DF_5A","204",15,3.2,"Tree","Plagiostyles africana","Defaunated",8.177
"2199","DF_5A","207",39,3.85,"Tree","Crudia gabonensis","Defaunated",8.177
"2200","DF_5A","2136",357,15,"Tree","Annonidium manni","Defaunated",8.177
"2201","DF_5A","216",14,2.33,"Tree","Strombosia pustulata","Defaunated",8.177
"2202","DF_5A","2168",48,6,"Tree","Crudia gabonensis","Defaunated",8.177
"2203","DF_5A","218",19,29.6,"Tree","Diogoa zenkeri","Defaunated",8.177
"2204","DF_5A","218",19,29.6,"Tree","Diogoa zenkeri","Defaunated",8.177
"2205","DF_5A","219",22,2.96,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2206","DF_5A","219",22,2.96,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2207","DF_5A","222",11,3.22,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2208","DF_5A","225",12,1.8,"Sapling","Quassia africana","Defaunated",8.177
"2209","DF_5A","225",12,1.8,"Sapling","Strombosia pustulata","Defaunated",8.177
"2210","DF_5A","226",22,5,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2211","DF_5A","235",39,3.25,"Tree","Holmania denquelmaniana","Defaunated",8.177
"2212","DF_5A","245",33,5,"Tree","Dialium pachyphyllum","Defaunated",8.177
"2213","DF_5A","201",32,3.5,"Tree","Dialium pachyphyllum","Defaunated",8.177
"2214","DF_5A","201",32,3.5,"Tree","Chytranthus talbotii","Defaunated",8.177
"2215","DF_5A","205",24,4.6,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2216","DF_5A","2137",144,15,"Tree","Xylopia hypolampra","Defaunated",8.177
"2217","DF_5A","2138",62,7,"Tree","Crudia gabonensis","Defaunated",8.177
"2218","DF_5A","2138",62,7,"Tree","Crudia gabonensis","Defaunated",8.177
"2219","DF_5A","2139",42,8,"Tree","Rhinorea sp 1","Defaunated",8.177
"2220","DF_5A","2305",4,2,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2221","DF_5A","2320",18,3.5,"Tree","Diogoa zenkeri","Defaunated",8.177
"2222","DF_5A","2334",13,1.5,"Sapling","Rhinorea sp 2","Defaunated",8.177
"2223","DF_5A","241",20,4,"Tree","Chytranthus talbotii","Defaunated",8.177
"2224","DF_5A","243",19,3,"Tree","Crudia gabonensis","Defaunated",8.177
"2225","DF_5A","2487",49,3.3,"Tree","Crudia gabonensis","Defaunated",8.177
"2226","DF_5A","479",27,1.5,"Sapling","Crudia gabonensis","Defaunated",8.177
"2227","DF_5A","642",18,1.8,"Sapling","Chytranthus talbotii","Defaunated",8.177
"2228","DF_5A","646",10,1.6,"Sapling","Rhinorea sp 1","Defaunated",8.177
"2229","DF_5A","691",26,4.4,"Tree","Crudia gabonensis","Defaunated",8.177
"2230","DF_5A","1057",15.1,3,"Tree","Coula edulis","Defaunated",8.177
"2231","DF_5A","2248",9.5,12,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2232","DF_5A","2250",42.4,6,"Tree","Cola rostrata","Defaunated",8.177
"2233","DF_5A","2251",23.6,18,"Tree","Pancovia pedicellaris","Defaunated",8.177
"2234","DF_5A","2317",61.4,6,"Tree","Diogoa zenkeri","Defaunated",8.177
"2235","DF_5A","2319",38.5,5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2236","DF_5A","2331",10.2,2.9,"Tree","Diogoa zenkeri","Defaunated",8.177
"2237","DF_5A","2333",26.9,6,"Tree","Quassia africana","Defaunated",8.177
"2238","DF_5A","554",12.3,11,"Tree","Strombosia pustulata","Defaunated",8.177
"2239","DF_5A","555",14.8,2.8,"Tree","Rhinorea sp 1","Defaunated",8.177
"2240","DF_5A","700",11.5,2.4,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2241","DF_5A","928",6.4,1.5,"Sapling","Greenwayodendron suaveolens","Defaunated",8.177
"2242","DF_5A","929",22.6,2.3,"Tree","Strombosia pustulata","Defaunated",8.177
"2243","DF_5A","930",19.7,3.2,"Tree","Agellae paradoxa","Defaunated",8.177
"2244","DF_5A","933",16.2,1.7,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2245","DF_5A","936",14.7,2.5,"Tree","Diogoa zenkeri","Defaunated",8.177
"2246","DF_5A","2256",36,7,"Tree","Quassia africana","Defaunated",8.177
"2247","DF_5A","2257",47,7,"Tree","Quassia africana","Defaunated",8.177
"2248","DF_5A","2259",83,8,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2249","DF_5A","2500",17,3.7,"Tree","Rhinorea sp 1","Defaunated",8.177
"2250","DF_5A","636",49,7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2251","DF_5A","665",9,1.7,"Sapling","Plagiostyles africana","Defaunated",8.177
"2252","DF_5A","695",13,1.7,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"2253","DF_5A","737",14,3,"Tree","Coffea sp 1","Defaunated",8.177
"2254","DF_5A","786",12,2.1,"Tree","Coula edulis","Defaunated",8.177
"2255","DF_5A","787",19,2.9,"Tree","Rhinorea sp 1","Defaunated",8.177
"2256","DF_5A","788",39,3.7,"Tree","Klaineanthus gabonii","Defaunated",8.177
"2257","DF_5A","789",21,3.3,"Tree","Diogoa zenkeri","Defaunated",8.177
"2258","DF_5A","1071",13,2.55,"Tree","Rhinorea sp 1","Defaunated",8.177
"2259","DF_5A","1071",13,2.55,"Tree","Quassia africana","Defaunated",8.177
"2260","DF_5A","1555",50,11.5,"Tree","Coula edulis","Defaunated",8.177
"2261","DF_5A","1563",45.1,6,"Tree","Diogoa zenkeri","Defaunated",8.177
"2262","DF_5A","1563",45.1,6,"Tree","Diogoa zenkeri","Defaunated",8.177
"2263","DF_5A","1577",22.7,3.16,"Tree","Chytranthus talbotii","Defaunated",8.177
"2264","DF_5A","1601",12.6,2.2,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2265","DF_5A","1647",22.5,4.5,"Tree","Diogoa zenkeri","Defaunated",8.177
"2266","DF_5A","1661",14.5,2.3,"Tree","Greenwayodendron suaveolens","Defaunated",8.177
"2267","DF_5A","1687",18.1,2.45,"Tree","Rhinorea sp 2","Defaunated",8.177
"2268","DF_5A","1694",14.3,1.8,"Sapling","Odoniodendron sp 1","Defaunated",8.177
"2269","DF_5A","1699",17.6,2.2,"Tree","Trichoscypha acuminata","Defaunated",8.177
"2270","DF_5A","2258",65,5,"Tree","Rhinorea sp 1","Defaunated",8.177
"2271","DF_5A","1081",195,10,"Tree","Agellae paradoxa","Defaunated",8.177
"2272","DF_5A","1084",31.1,4.5,"Tree","Quassia africana","Defaunated",8.177
"2273","DF_5A","1086",19,3.5,"Tree","Quassia africana","Defaunated",8.177
"2274","DF_5A","1087",22.4,4,"Tree","Phyllanthus diandrus","Defaunated",8.177
"2275","DF_5A","1089",21.9,3.3,"Tree","Chytranthus talbotii","Defaunated",8.177
"2276","DF_5A","1097",161.5,4.3,"Tree","Quassia africana","Defaunated",8.177
"2277","DF_5A","1099",11.1,1.9,"Sapling","Rhinorea sp 2","Defaunated",8.177
"2278","DF_5A","1520",44.1,4.5,"Tree","Quassia gabonensis","Defaunated",8.177
"2279","DF_5A","1522",23.4,3.4,"Tree","Campylospermum angulatum","Defaunated",8.177
"2280","DF_5A","1708",36.5,4.8,"Tree","Beilschmiedia sp 1","Defaunated",8.177
"2281","DF_5A","1711",274.3,4.5,"Tree","Crudia gabonensis","Defaunated",8.177
"2282","DF_5A","1711",274.3,4.5,"Tree","Crudia gabonensis","Defaunated",8.177
"2283","DF_5A","1715",15.8,1.6,"Sapling","Crudia gabonensis","Defaunated",8.177
"2284","DF_5A","1721",17.5,2.7,"Tree","Rhinorea sp 1","Defaunated",8.177
"2285","DF_5A","1722",10.4,1.7,"Sapling","Centroplacus glaucinus","Defaunated",8.177
"2286","DF_5A","1712",15.1,3.8,"Tree","Phyllanthus diandrus","Defaunated",8.177
"2287","DF_5A","1712",15.1,3.8,"Tree","Phyllanthus diandrus","Defaunated",8.177
"2288","DF_5A","1713",20.4,3.85,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2289","DF_5A","1717",26,4,"Tree","Crudia gabonensis","Defaunated",8.177
"2290","DF_5A","2013",18.2,2,"Tree","Crudia gabonensis","Defaunated",8.177
"2291","DF_5A","2014",15.6,1.9,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"2292","DF_5A","2020",24.5,2.65,"Tree","Rhinorea sp 2","Defaunated",8.177
"2293","DF_5A","2039",21.6,2.45,"Tree","Centroplacus glaucinus","Defaunated",8.177
"2294","DF_5A","2290",195,25,"Tree","Pausinystalia johimbe","Defaunated",8.177
"2295","DF_5A","2291",40.4,4.55,"Tree","Rhinorea sp 2","Defaunated",8.177
"2296","DF_5A","2292",37,3.6,"Tree","Phyllanthus diandrus","Defaunated",8.177
"2297","DF_5A","2293",29.5,6,"Tree","Chytranthus talbotii","Defaunated",8.177
"2298","DF_5A","2294",410,25,"Tree","Petersianthus macrocarpus","Defaunated",8.177
"2299","DF_5A","BC07",7,25,"Tree","Agellae paradoxa","Defaunated",8.177
"2300","DF_5A","BC13",9.4,1.5,"Sapling","Crudia gabonensis","Defaunated",8.177
"2301","DF_5A","BL14",16.4,1.65,"Sapling","Scorodophloeus zenkeri","Defaunated",8.177
"2302","DF_5A","BL14",16.4,1.65,"Sapling","Pancovia pedicellaris","Defaunated",8.177
"2303","DF_5A","RG10",16.5,2.2,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2304","DF_5A","VI03",4.9,2.7,"Tree","Dacryodes buettneri","Defaunated",8.177
"2305","DF_5A","VI06",5.7,1.65,"Sapling","Streptogyna crinita","Defaunated",8.177
"2306","DF_5A","1195",338.3,10,"Tree","Strombosia pustulata","Defaunated",8.177
"2307","DF_5A","1196",280.4,8,"Tree","Massularia acuminata","Defaunated",8.177
"2308","DF_5A","1217",39.3,1.7,"Sapling","Crudia gabonensis","Defaunated",8.177
"2309","DF_5A","1318",13.9,2.3,"Tree","Agellae paradoxa","Defaunated",8.177
"2310","DF_5A","1345",28.5,4.3,"Tree","Diogoa zenkeri","Defaunated",8.177
"2311","DF_5A","1370",29.3,3.1,"Tree","Garcinia afzelli","Defaunated",8.177
"2312","DF_5A","1397",17.7,4,"Tree","Coffea sp 1","Defaunated",8.177
"2313","DF_5A","1398",33,4.2,"Tree","Chytranthus talbotii","Defaunated",8.177
"2314","DF_5A","1399",15.8,2,"Tree","Rhinorea sp 2","Defaunated",8.177
"2315","DF_5A","1436",23.9,3,"Tree","Scorodophloeus zenkeri","Defaunated",8.177
"2316","DF_5A","2024",15.9,1.6,"Sapling","Thomandersia congolana","Defaunated",8.177
"2317","DF_5A","2027",16.9,1.8,"Sapling","Diogoa zenkeri","Defaunated",8.177
"2318","DF_5A","2287",774.1,20,"Tree","Klainodoxa babonensis","Defaunated",8.177
"2319","DF_5A","114",12.2,1.5,"Sapling","Dialium bipendense","Defaunated",8.177
"2320","DF_5A","117",15.5,2.6,"Tree","Pancovia pedicellaris","Defaunated",8.177
"2321","DF_5A","121",19.2,5,"Tree","Chytranthus talbotii","Defaunated",8.177
"2322","DF_5A","158",14.7,1.8,"Sapling","Strombosia pustulata","Defaunated",8.177
"2323","DF_5A","177",6.3,5,"Tree","Agellae paradoxa","Defaunated",8.177
"2324","DF_5A","186",10.2,6,"Tree","Agellae paradoxa","Defaunated",8.177
"2325","DF_5A","191",24.1,3.5,"Tree","Synsepalum longifolia","Defaunated",8.177
